,user_id,location_id,latitude,longitude,previous,categorie,categorie_id,borough_id,area_id
8432,6,695,-73.9822138,40.74562565,694,Bank,29,1,170
8433,232,2093,-73.95584619,40.77950086,2093,Subway,0,1,236
8434,37,2162,-73.82426211,40.8360806,855,Home (private),6,2,58
8435,159,5060,-73.83918687,40.57618703,2307,Beach,78,4,201
8436,51,2659,-73.81579267,40.71057519,1983,Housing Development,93,4,28
8437,232,210,-73.9775978,40.68430738,2093,Subway,0,3,97
8438,62,3008,-73.89482953,40.76723746,3007,Home (private),6,4,223
8439,25,1689,-73.78896895,40.78168478,1699,Home (private),6,4,15
8441,188,5493,-73.93010371,40.77226863,5499,Home (private),6,4,179
8442,65,3123,-73.95361626,40.6272943,248,Home (private),6,3,165
8443,159,5070,-73.83477688,40.76939429,5060,Pizza Place,2,4,92
8450,80,3558,-73.98137569,40.57693405,3537,Train Station,21,3,55
8452,25,1696,-73.78896895,40.78168478,1689,Home (private),6,4,15
8453,39,2259,-73.81592631,40.60837737,2259,Subway,0,4,30
8454,10,965,-73.984787,40.756266,1018,Taxi,175,1,230
8455,214,5817,-73.96827285,40.75561381,1111,Bar,72,1,229
8457,146,4866,-73.95565683,40.77355486,4854,Tapas Restaurant,309,1,141
8458,80,168,-73.99621367,40.73822397,3558,Subway,0,1,90
8460,206,1930,-73.97785664,40.68444569,251,Train Station,21,3,181
8461,52,677,-73.98914337,40.75850534,2701,Hotel,40,1,48
8462,120,4408,-73.89223137,40.81660855,4403,Coffee Shop,63,2,126
8465,9,740,-73.95039082,40.82650767,921,Subway,0,1,116
8467,6,699,-73.98246058,40.74435091,695,Building,31,1,170
8469,14,1239,-73.97928718,40.76224487,1240,Hotel,40,1,230
8470,77,3457,-73.94554276,40.78914409,3491,Residential Building (Apartment / Condo),17,1,75
8471,146,3238,-73.95629971,40.77153206,4866,Bar,151,1,141
8472,214,4283,-73.98469884,40.75747159,5817,Bar,103,1,230
8475,52,2701,-73.86291137,40.76465914,2697,Airport,57,4,70
8476,6,685,-73.98260406,40.74426513,699,BBQ Joint,168,1,170
8477,214,5818,-73.99602175,40.76009835,4283,Hotel,40,1,50
8478,6,690,-73.98600161,40.69343783,685,Building,31,3,65
8479,84,3639,-73.9998265,40.57717897,3637,Bus Station,5,3,55
8480,57,953,-73.99154663,40.7572213,1001,Bus Station,30,1,48
8482,4,401,-73.92162949,40.76688552,440,Diner,14,4,7
8487,62,3013,-73.9151144,40.76396629,3008,Gym / Fitness Center,66,4,7
8492,190,1330,-74.00562286,40.75944803,1268,Ferry,216,1,246
8493,4,362,-73.97346711,40.7530716,401,Convention Center,59,1,162
8495,105,3408,-73.98627135,40.75660642,511,Coffee Shop,63,1,230
8496,103,4078,-73.80270726,40.70647544,4092,Breakfast Spot,173,4,28
8497,80,184,-73.98124695,40.57745558,168,Subway,0,3,55
8499,62,3008,-73.89482953,40.76723746,3013,Home (private),6,4,223
8502,190,5514,-73.98325259,40.74697652,5512,Office,102,1,164
8506,120,4410,-73.87893677,40.83991797,4408,Neighborhood,4,2,60
8508,95,240,-73.99429321,40.64089682,3914,Train Station,37,3,227
8510,63,3079,-73.73983017,40.65798124,3076,Snack Place,131,4,203
8512,159,5065,-73.80412544,40.70915567,5070,College Academic Building,204,4,28
8516,4,374,-73.9733351,40.75320676,362,Hotel,105,1,162
8520,63,3080,-73.73444011,40.6530268,3079,School,51,4,203
8526,159,5071,-73.81249842,40.77519536,5065,Home (private),6,4,171
8534,6,699,-73.98246058,40.74435091,690,Building,31,1,170
8535,77,1023,-73.9800329,40.76526206,3469,Subway,0,1,163
8539,16,384,-73.97565186,40.75230027,207,Coffee Shop,63,1,162
8541,201,3519,-73.98814227,40.6906024,5638,Government Building,196,3,25
8545,37,2168,-73.92403854,40.80711503,2162,Cemetery,34,2,168
8549,33,2031,-73.93688625,40.74473641,2054,College Academic Building,206,4,226
8550,31,92,-73.99357639,40.7507948,1957,Train Station,21,1,186
8551,176,1353,-73.98848661,40.75407621,1763,Neighborhood,4,1,100
8552,120,4411,-73.8703537,40.6513736,780,Clothing Store,254,3,76
8554,205,5675,-73.93432022,40.75380907,5678,Salon / Barbershop,70,4,146
8559,31,1961,-73.98551379,40.7539479,1958,Office,76,1,100
8563,170,5237,-74.01059763,40.71135502,3238,Office,52,1,261
8564,51,2693,-73.96961017,40.75766651,2661,Donut Shop,149,1,162
8566,77,3494,-73.97968855,40.76359848,1023,Theater,240,1,163
8570,120,4403,-73.97712596,40.60092327,4411,Home (private),6,3,21
8571,232,224,-73.97717535,40.75280621,210,Train Station,21,1,162
8572,39,2282,-73.83696556,40.58047059,2259,Subway,0,4,201
8574,205,5676,-73.93542241,40.75013194,5675,Train Station,21,4,226
8575,11,1077,-73.895153,40.63855505,1021,Bank,29,3,39
8579,232,300,-73.98845673,40.74911015,224,Train Station,21,1,186
8580,176,5339,-73.99180371,40.75491885,1353,Deli / Bodega,9,1,48
8581,11,259,-73.90339851,40.67837611,1077,Subway,0,3,177
8583,45,2440,-73.98024526,40.74587805,2462,College Academic Building,206,1,170
8585,51,2662,-73.94910742,40.79438498,2693,Residential Building (Apartment / Condo),17,1,75
8588,4,366,-73.97297925,40.75290467,374,Bar,103,1,162
8589,11,1023,-73.9800329,40.76526206,259,Subway,0,1,163
8590,248,855,-73.9201355,40.82507881,894,City,53,2,69
8591,166,5180,-73.99427176,40.69484243,5180,Neighborhood,4,3,33
8593,232,5996,-73.98221954,40.77388356,300,Department Store,38,1,142
8594,17,1388,-73.98549084,40.77821865,1374,Drugstore / Pharmacy,7,1,143
8596,37,2163,-74.00208235,40.71178449,1499,Government Building,217,1,45
8598,205,5678,-74.01170513,40.71328429,5676,Office,52,1,231
8599,39,2260,-73.99171189,40.69342491,2282,University,182,3,33
8601,159,5072,-73.81471853,40.78846897,5071,Bar,64,4,252
8603,65,3151,-73.96171239,40.62962985,3123,Subway,0,3,165
8605,75,3382,-73.99012221,40.61919611,3415,Coffee Shop,63,3,22
8607,143,4817,-73.98891,40.736676,4824,Office,52,1,107
8612,105,511,-73.98914047,40.75845677,3408,Burger Joint,73,1,48
8613,120,4407,-73.97629933,40.601836,4403,Office,76,3,21
8619,6,690,-73.98600161,40.69343783,699,Building,31,3,65
8621,206,2002,-73.91834636,40.6618636,1930,Neighborhood,4,3,35
8622,232,1933,-73.98344198,40.77253079,5996,Performing Arts Venue,148,1,142
8627,25,1692,-73.78896895,40.78168478,1696,Home (private),6,4,15
8630,17,1379,-73.99129869,40.75080071,1388,Electronics Store,28,1,186
8635,201,5643,-73.95311401,40.67910371,3519,Automotive Shop,68,3,61
8637,166,3184,-73.98875101,40.70240703,5180,Neighborhood,4,3,66
8638,53,1342,-73.77643347,40.64557779,181,Airport,57,4,132
8639,17,1381,-73.97780567,40.7458772,1379,Sandwich Place,32,1,170
8640,21,1537,-74.00687343,40.65546536,1533,Other Great Outdoors,1,3,228
8643,16,1340,-73.97502422,40.75206864,384,Café,49,1,162
8645,239,1882,-74.07295704,40.64440554,1891,Ferry,248,5,206
8646,188,5502,-73.9548111,40.76466513,416,Medical Center,61,1,140
8647,107,4164,-73.9791441,40.77657677,953,Burger Joint,73,1,142
8648,4,388,-73.97358763,40.75275225,366,Building,31,1,162
8651,214,247,-73.9791548,40.64510634,5818,Subway,0,3,133
8652,170,1122,-73.98877356,40.75697438,5237,Movie Theater,122,1,230
8653,4,145,-73.97330797,40.75274101,388,German Restaurant,67,1,162
8656,248,6138,-73.88164314,40.66700519,855,Salon / Barbershop,70,3,76
8657,239,6053,-74.14803,40.624764,1882,Coffee Shop,63,5,156
8660,45,2474,-73.97635976,40.74423057,2428,Snack Place,131,1,137
8661,206,1500,-73.97335052,40.78911988,2002,Neighborhood,4,1,238
8663,206,778,-73.97176266,40.79467579,1500,Subway,0,1,238
8666,37,2166,-74.0063757,40.709456,2164,Deli / Bodega,9,1,87
8667,45,2484,-73.97605557,40.74466635,2474,Deli / Bodega,9,1,137
8668,26,953,-73.99154663,40.7572213,220,Bus Station,30,1,48
8670,206,5695,-73.98689691,40.76139702,778,Pizza Place,2,1,48
8672,105,4129,-73.97708865,40.75843195,511,Clothing Store,154,1,161
8673,205,5682,-74.01141821,40.71492614,5678,Restaurant,42,1,231
8675,65,3131,-73.98738384,40.76984931,248,Medical Center,61,1,142
8676,159,5073,-73.93907911,40.72764697,5072,Bar,200,3,112
8677,81,741,-73.81001472,40.69902344,3560,Train Station,21,4,130
8678,26,1746,-74.01464884,40.70593002,953,Office,52,1,261
8681,51,2684,-73.95477861,40.77912676,2665,Pool Hall,190,1,236
8684,65,3151,-73.96171239,40.62962985,3131,Subway,0,3,165
8685,17,1403,-73.98419954,40.77998124,1381,Deli / Bodega,9,1,143
8686,176,2530,-73.99452925,40.7470944,5339,University,182,1,186
8687,55,2783,-73.87830693,40.73646082,2790,Road,11,4,82
8688,103,1708,-73.81782532,40.7648764,4078,Neighborhood,4,4,171
8691,31,1955,-73.74328136,40.76305616,1961,Road,11,4,64
8692,55,2786,-73.91768932,40.74693184,2783,Neighborhood,4,4,226
8694,17,1413,-73.986495,40.781191,1403,Other Great Outdoors,96,1,239
8695,190,1330,-74.00562286,40.75944803,5514,Ferry,216,1,246
8696,95,3913,-73.99720966,40.73710688,207,Italian Restaurant,158,1,249
8699,103,4095,-73.82802715,40.75782225,1708,Food & Drink Shop,27,4,92
8701,95,272,-74.00021553,40.73158409,3913,Subway,0,1,114
8702,17,1414,-73.98125536,40.7808997,1413,Coffee Shop,63,1,239
8706,51,2675,-73.95309448,40.7977622,2684,Park,12,1,43
8708,11,1081,-73.97995255,40.76523438,1023,Chinese Restaurant,10,1,163
8711,62,3028,-73.905031,40.740758,3007,Residential Building (Apartment / Condo),17,4,260
8712,11,1023,-73.9800329,40.76526206,1081,Subway,0,1,163
8713,103,4097,-73.83020401,40.7600704,4095,Bank,29,4,92
8715,25,286,-73.80902767,40.77943655,1692,Other Great Outdoors,1,4,252
8716,84,233,-74.01172221,40.63505531,3642,Subway,0,3,227
8718,15,278,-73.92565146,40.8278609,1261,Subway,0,2,247
8719,25,1717,-73.79378594,40.77074925,286,Ice Cream Shop,91,4,171
8721,80,741,-73.81001472,40.69902344,741,Train Station,21,4,130
8723,146,4853,-73.95046784,40.77200563,3238,Residential Building (Apartment / Condo),17,1,262
8724,17,1412,-73.85726452,40.89330492,1414,Subway,0,2,254
8726,10,581,-73.98928821,40.74167271,967,Neighborhood,4,1,234
8727,11,1058,-73.89949322,40.65059217,259,Train Station,21,3,76
8728,17,1369,-73.85434628,40.8984304,1412,Subway,0,2,259
8730,4,368,-73.973397,40.753245,145,Office,52,1,162
8731,63,3046,-73.74190168,40.65635876,3080,Home (private),6,4,203
8732,17,1372,-73.86754567,40.89893285,1369,Deli / Bodega,9,2,259
8733,11,1020,-73.90067339,40.64365659,1058,Neighborhood,4,3,39
8735,17,1379,-73.99129869,40.75080071,1372,Electronics Store,28,1,186
8738,4,370,-73.97370242,40.75280845,368,Hardware Store,69,1,162
8740,63,3074,-73.97662951,40.78810696,3046,Bank,29,1,239
8743,10,961,-73.99140199,40.74181917,220,Office,76,1,234
8745,143,4623,-73.99020553,40.73714481,4824,Mexican Restaurant,88,1,234
8747,63,3045,-73.96828651,40.78648797,3074,Park,12,1,43
8749,29,1875,-73.93913652,40.84350463,1872,Bank,29,1,244
8750,4,422,-73.97335806,40.75254516,370,Burger Joint,73,1,162
8752,63,3044,-73.96146558,40.79849721,3045,Residential Building (Apartment / Condo),17,1,151
8756,26,1744,-73.98778617,40.75209302,1730,Salad Place,136,1,100
8757,146,4863,-73.98177266,40.75917985,4853,Office,52,1,230
8759,11,1097,-73.97211834,40.76326927,1020,Bank,29,1,163
8761,143,4832,-73.98871422,40.73693344,4623,Drugstore / Pharmacy,7,1,107
8762,170,5245,-74.009889,40.714244,1122,Bar,226,1,231
8764,10,1011,-73.99279118,40.74290014,961,Subway,0,1,234
8766,55,2793,-73.92275333,40.74319278,2815,Donut Shop,149,4,226
8767,10,382,-73.98368836,40.75372797,1011,Park,12,1,164
8769,55,2785,-73.91636855,40.7429291,2793,Park,12,4,226
8770,4,374,-73.9733351,40.75320676,422,Hotel,105,1,162
8771,17,1386,-73.98163319,40.779158,1385,Food Truck,33,1,143
8774,170,5237,-74.01059763,40.71135502,5245,Office,52,1,261
8775,55,2783,-73.87830693,40.73646082,2785,Road,11,4,82
8777,26,220,-73.98802757,40.75650613,1744,Subway,0,1,230
8778,170,5246,-74.00426816,40.7131015,5237,Government Building,55,1,231
8779,10,722,-73.99042638,40.74434085,382,BBQ Joint,168,1,234
8780,55,308,-73.92429829,40.74374552,2783,Subway,0,4,226
8781,63,1213,-73.79992962,40.70253725,3044,Bus Station,30,4,130
8784,59,2540,-73.98792419,40.74218831,2934,Park,12,1,234
8785,55,1135,-73.88395786,40.7476146,308,Subway,0,4,82
8786,47,2533,-73.94531314,40.68021246,2525,Bank,29,3,17
8787,26,1746,-74.01464884,40.70593002,1019,Office,52,1,261
8790,170,1127,-73.99108061,40.73315771,5246,Bookstore,163,1,113
8791,143,4833,-73.99284819,40.71098737,4832,Government Building,308,1,45
8793,170,652,-73.98503171,40.74235486,1127,Mexican Restaurant,88,1,234
8794,10,967,-73.99256124,40.74287573,722,Drugstore / Pharmacy,7,1,234
8797,55,2816,-73.82963978,40.75811474,1135,Coffee Shop,63,4,92
8802,59,2921,-73.99153,40.73894606,2918,Gym / Fitness Center,285,1,234
8804,55,308,-73.92429829,40.74374552,2816,Subway,0,4,226
8806,11,1040,-73.97264242,40.7648764,1097,Subway,0,1,43
8807,170,149,-73.85997683,40.8378347,652,American Restaurant,41,2,182
8808,10,963,-73.93980815,40.80467222,224,Other Great Outdoors,187,1,74
8810,10,960,-73.94186034,40.80356164,963,Home (private),6,1,74
8812,172,5266,-73.90323816,40.74557029,186,Donut Shop,149,4,260
8815,144,1154,-73.9520234,40.58532515,4837,Gym / Fitness Center,66,3,210
8817,51,2659,-73.81579267,40.71057519,2675,Housing Development,93,4,28
8818,11,259,-73.90339851,40.67837611,1040,Subway,0,3,177
8819,172,5267,-73.90088412,40.75993303,5266,Bar,39,4,207
8822,60,2954,-73.87130988,40.87239872,2955,Home (private),6,2,31
8823,11,1047,-73.90295108,40.64560759,259,Drugstore / Pharmacy,7,3,39
8828,63,3046,-73.74190168,40.65635876,1213,Home (private),6,4,203
8829,4,398,-73.97277117,40.75294641,363,Convention Center,59,1,233
8830,11,1020,-73.90067339,40.64365659,1047,Neighborhood,4,3,39
8834,167,1891,-74.01321429,40.70145732,53,Ferry,248,1,88
8836,103,1135,-73.88395786,40.7476146,4097,Subway,0,4,82
8837,6,702,-73.98259259,40.74506169,682,Bank,29,1,170
8839,95,3913,-73.99720966,40.73710688,3912,Italian Restaurant,158,1,249
8841,47,278,-73.92565146,40.8278609,2533,Subway,0,2,247
8842,134,4664,-73.99690551,40.72349296,4668,Italian Restaurant,158,1,144
8843,103,1708,-73.81782532,40.7648764,1135,Neighborhood,4,4,171
8844,98,647,-73.99811064,40.74514799,3943,Bar,151,1,90
8846,4,399,-73.91834636,40.77059295,398,Home (private),6,4,179
8847,17,1398,-73.866298,40.877675,1375,Subway,0,2,254
8851,206,5684,-73.98659691,40.761538,5695,Chinese Restaurant,10,1,230
8854,17,1399,-73.85452111,40.89857237,1398,Drugstore / Pharmacy,7,2,259
8857,134,4665,-73.99626277,40.72401327,4664,Bar,151,1,144
8859,206,540,-73.98807049,40.76466513,5684,Neighborhood,4,1,48
8860,53,2710,-73.77607998,40.64615123,1342,Airport,127,4,132
8861,12,1123,-73.97702552,40.71527048,1127,General Entertainment,18,1,232
8862,4,400,-73.910857,40.76600249,399,Automotive Shop,68,4,7
8863,9,922,-73.98227692,40.77378187,674,Subway,0,1,142
8864,165,5156,-73.95337805,40.74498346,5162,Other Great Outdoors,1,4,145
8867,47,2525,-73.94186034,40.68499609,278,Home (private),6,3,17
8869,6,690,-73.98600161,40.69343783,702,Building,31,3,65
8870,40,2286,-73.98887973,40.60259049,2289,Home (private),6,3,21
8872,17,1400,-73.86353016,40.89586771,1399,Donut Shop,149,2,259
8875,206,5685,-73.97715179,40.6840652,540,Other Great Outdoors,1,3,97
8876,144,3384,-73.93951539,40.58414369,1154,American Restaurant,41,3,150
8878,206,210,-73.9775978,40.68430738,5685,Subway,0,3,97
8879,95,3914,-73.98887973,40.60259049,3913,Home (private),6,3,21
8880,98,279,-73.96777925,40.7121837,647,Subway,0,3,256
8881,120,4397,-73.88273989,40.81179485,4407,Bank,29,2,126
8882,206,2002,-73.91834636,40.6618636,210,Neighborhood,4,3,35
8883,6,706,-73.97712596,40.73944139,690,Home (private),6,1,137
8884,221,5876,-73.85954899,40.693029,5878,Home (private),6,4,258
8886,120,4398,-73.89244506,40.81092949,4397,Bar,39,2,126
8888,9,911,-73.94684494,40.82763613,922,Arcade,120,1,116
8891,206,2002,-73.91834636,40.6618636,2002,Neighborhood,4,3,35
8892,17,1401,-73.86746527,40.89884872,1400,Food Truck,33,2,259
8893,120,4399,-73.89599108,40.812373,4398,Food & Drink Shop,135,2,126
8894,206,5686,-73.91834636,40.6618636,2002,Home (private),6,3,35
8895,42,2369,-73.91103498,40.76860986,2365,Coffee Shop,63,4,7
8897,42,2365,-73.91000154,40.76984344,2369,Bar,117,4,223
8900,172,741,-73.81001472,40.69902344,5267,Train Station,21,4,130
8901,55,403,-73.95445704,40.75673368,308,Bridge,82,1,202
8902,4,401,-73.92162949,40.76688552,400,Diner,14,4,7
8904,6,690,-73.98600161,40.69343783,706,Building,31,3,65
8905,170,5236,-73.8861277,40.82730256,149,Train Station,21,2,60
8914,63,3030,-73.73625022,40.65756836,3046,Bus Station,30,4,203
8917,23,1625,-73.78996253,40.76143497,1620,Train Station,21,4,9
8918,120,4400,-73.883584,40.834158,4399,Building,31,2,60
8919,136,4695,-73.94701226,40.75706555,4697,Residential Building (Apartment / Condo),17,4,193
8920,103,4077,-73.80433293,40.71051012,1708,Bus Station,5,4,28
8922,6,696,-73.98399867,40.74393866,690,Hotel,40,1,164
8923,23,765,-73.90296936,40.74579388,1625,Train Station,21,4,260
8925,222,5415,-73.99307013,40.74611902,5885,Gym / Fitness Center,66,1,186
8926,16,1333,-73.95077705,40.59655374,1340,Neighborhood,4,3,210
8928,103,4078,-73.80270726,40.70647544,4077,Breakfast Spot,173,4,28
8930,59,2920,-73.97566795,40.75200362,2921,Coffee Shop,63,1,162
8938,60,296,-73.88464451,40.8796783,2954,Subway,0,2,174
8939,120,4401,-73.86524677,40.76724915,4400,Coffee Shop,63,4,70
8941,250,2925,-73.98775202,40.73365025,1130,Food & Drink Shop,27,1,107
8945,2,165,-73.94424319,40.80036117,236,Office,76,1,74
8946,205,5675,-73.93432022,40.75380907,5682,Salon / Barbershop,70,4,146
8951,12,1119,-73.94361976,40.70323547,1123,Athletic & Sport,209,3,80
8954,239,4711,-74.07437985,40.64329717,6053,Bus Station,5,5,206
8957,45,2426,-73.973873,40.743527,2484,Bagel Shop,22,1,137
8959,114,953,-73.99154663,40.7572213,953,Bus Station,30,1,48
8964,12,1118,-73.94186034,40.70477381,1119,Home (private),6,3,37
8969,222,5886,-73.98993857,40.75195611,5415,Restaurant,42,1,100
8975,35,2112,-73.846969,40.78969237,2112,Deli / Bodega,9,4,53
8978,221,5877,-73.8514601,40.69372754,5876,Subway,0,4,258
8980,143,4817,-73.98891,40.736676,4818,Office,52,1,107
8981,172,5268,-73.77533913,40.7070919,741,Train Station,21,4,130
8982,40,2288,-73.98049054,40.68805851,2286,Subway,0,3,25
8985,170,5237,-74.01059763,40.71135502,5236,Office,52,1,261
8986,17,1399,-73.85452111,40.89857237,1401,Drugstore / Pharmacy,7,2,259
8991,9,913,-73.94570922,40.82723997,911,Deli / Bodega,9,1,116
8992,221,1213,-73.79992962,40.70253725,5877,Bus Station,30,4,130
8993,81,2304,-73.96287918,40.6352385,3560,Subway,0,3,89
8995,12,1124,-73.9411211,40.70024353,1118,Subway,0,3,37
8996,4,370,-73.97370242,40.75280845,401,Hardware Store,69,1,162
8997,167,5184,-73.99058104,40.70253725,1891,Office,52,3,66
9002,63,3047,-73.96800883,40.79243939,3030,Sandwich Place,32,1,238
9004,205,5677,-74.01178546,40.71318403,5676,Sculpture Garden,121,1,231
9009,250,6156,-73.96537147,40.66855421,2925,Home (private),6,3,190
9011,45,2429,-73.98398843,40.7492233,2427,Deli / Bodega,9,1,164
9013,40,2290,-73.97945324,40.68667714,2288,Office,102,3,25
9015,12,196,-73.95375967,40.71424858,1124,Neighborhood,4,3,255
9016,98,3947,-73.93361413,40.69580516,279,Deli / Bodega,9,3,225
9018,205,5678,-74.01170513,40.71328429,5677,Office,52,1,231
9021,98,215,-73.98815632,40.71862354,3947,Road,11,1,148
9024,17,1389,-73.98910068,40.77730189,1402,Other Great Outdoors,96,1,143
9025,10,581,-73.98928821,40.74167271,963,Neighborhood,4,1,234
9030,63,3045,-73.96828651,40.78648797,3047,Park,12,1,43
9033,165,5157,-73.953186,40.745384,5156,Tea Room,134,4,145
9036,143,4821,-74.007739,40.708971,4817,Government Building,196,1,87
9037,53,2711,-73.730433,40.726302,2710,Temple,275,4,19
9039,206,5687,-73.92165606,40.66394232,5686,Food & Drink Shop,27,3,35
9040,17,1378,-73.98229837,40.77789724,1389,Food Truck,33,1,143
9043,239,4820,-74.17276191,40.6264401,6050,Movie Theater,194,5,156
9045,45,1177,-73.87122,40.773839,2429,Airport,141,4,138
9047,37,2166,-74.0063757,40.709456,2162,Deli / Bodega,9,1,87
9049,144,3389,-73.953244,40.58802,4835,Bagel Shop,22,3,210
9050,167,5184,-73.99058104,40.70253725,5184,Office,52,3,66
9051,17,1381,-73.97780567,40.7458772,1378,Sandwich Place,32,1,170
9052,37,1478,-74.006383,40.71113138,2166,Donut Shop,149,1,209
9056,190,5513,-73.983444,40.74437499,5512,Thai Restaurant,152,1,164
9057,4,396,-73.97379425,40.75312596,388,Office,102,1,162
9060,35,2115,-73.84715,40.78967,2104,Food & Drink Shop,27,4,53
9061,16,1347,-73.97788068,40.75292076,1335,Mexican Restaurant,88,1,162
9062,134,1344,-73.97601128,40.75203613,4665,Food & Drink Shop,224,1,162
9063,51,2673,-73.95476139,40.77787135,2664,Mexican Restaurant,88,1,236
